id,model,children,archival_object_id,has_finding_aid_1,identifier_1,institution_1,local_collection_id_1,repository_1,resource_type,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility,
ws859s11t,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_BR00039_print_copy2_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh88004523,http://id.loc.gov/authorities/subjects/sh85033620,http://id.loc.gov/authorities/subjects/sh85114375,http://id.loc.gov/authorities/subjects/sh85039407,,,,,,PH037_b231_BR00039_print_copy2 (verso),open,
df738b83n,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b182_B01481,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85118278,http://id.loc.gov/authorities/subjects/sh85060735,http://id.loc.gov/authorities/subjects/sh85017709,,,,,,,PH037_b182_B01481,open,
ws859p56j,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_H00383_print_copy2,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85020461,http://id.loc.gov/authorities/subjects/sh85051067,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85039613,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh2012004160,http://id.loc.gov/authorities/subjects/sh85036583,http://id.loc.gov/authorities/subjects/sh85128633,PH037_b231_H00383_print_copy2 (recto),open,
df71g727f,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b045_B01112,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85062487,,,,,,,,Columbia Gorge Hotel. Store building in background. Driveway bridge over stream in foreground. Copy of earlier photo.,open,
df71zs71q,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b061_LS00012,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85098618,http://id.loc.gov/authorities/subjects/sh85021286,http://id.loc.gov/authorities/subjects/sh91006459,http://id.loc.gov/authorities/subjects/sh85038908,,,,,,PH037_b061_LS00012 Angelus Studio Photographs,open,
jm2154765,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_14544_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,,PH037_b218_14544_print (recto),open,
ws85b480g,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_R00198_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh95005321,http://id.loc.gov/authorities/subjects/sh85101264,,,,,,PH037_b236_R00198_print (recto),open,
ws859w71w,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_Z00440_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85078096,http://id.loc.gov/authorities/subjects/sh85050707,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85127732,http://id.loc.gov/authorities/subjects/sh85038703,http://id.loc.gov/authorities/subjects/sh85135388,http://id.loc.gov/authorities/subjects/sh85145756,http://id.loc.gov/authorities/subjects/sh85061404,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85090254,http://id.loc.gov/authorities/subjects/sh85078084,PH037_b233_Z00440_print (recto),open,
ws859j37h,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_01181_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85039802,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85121591,,,,,,,The 'Willamette' in dry dock (verso),open,
ws859m75b,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b225_00642_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85046354,http://id.loc.gov/authorities/subjects/sh85030741,http://id.loc.gov/authorities/subjects/sh85046910,,,,,,,Miracle Pressed Stone Co. exhibit [00642]  (recto),open,
ws859f741,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b223_S00221_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh95001531,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,PH037_b223_S00221 (verso),open,
ws85bc86k,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_047r_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85107145,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh95006923,http://id.loc.gov/authorities/subjects/sh85081020,http://id.loc.gov/authorities/subjects/sh2003000203,,,,,PH037_b239_047r (verso),open,
jm215433c,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_01985_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,Highway by Portland and Warrenton through Linnton and shipyards (verso),open,
df71fq631,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b009_AM00140,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2003012084,http://id.loc.gov/authorities/subjects/sh97004981,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85144807,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85020461,http://id.loc.gov/authorities/subjects/sh85039613,,,PH037_b009_AM00140 Angelus Studio Photographs,open,
ws859r666,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_49823_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh88004738,http://id.loc.gov/authorities/subjects/sh85088079,http://id.loc.gov/authorities/subjects/sh85048229,http://id.loc.gov/authorities/subjects/sh85028846,,,,,,Man leaning on fake cannon. (recto),open,
df737f744,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b170_65286,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85062487,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,PH037_b170_65286,open,
df738h33g,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b197_S00969,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85137241,,,,,,,PH037_b197_S00969,open,
df738d36p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b189_Z01109,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85060646,http://id.loc.gov/authorities/subjects/sh85139693,http://id.loc.gov/authorities/subjects/sh85007309,,,,,,,PH037_b189_Z01109,open,
kp78h676z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_71577_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85145303,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/names/n2004078327,,,,,,,PH037_b214_71577_print (recto),open,
ws85b592g,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_82495_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85134522,http://id.loc.gov/authorities/subjects/sh85011499,http://id.loc.gov/authorities/subjects/sh85124578,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh88004738,,,,,PH037_b236_82495_print (verso),open,
ws859j84w,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_Z00082_print_copy2,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85039802,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85058838,http://id.loc.gov/authorities/subjects/sh85121557,,,,,Portland Dry Dock with Rail Bridge (copy 2) (recto),open,
jm215b25x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_31969_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85079362,http://id.loc.gov/authorities/subjects/sh85078097,,,,,,,PH037_b219_31969_print (recto),open,
ws859n39p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b225_00743_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/NoC-US/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh2006009037,http://id.loc.gov/authorities/subjects/sh85080659,,,,,,,Manufacturers and States Buildings [00743]  (recto),open,
ws85bc574,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_033r,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/NoC-US/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,,,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85107145,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85048969,,,,,,PH037_b239_033r (recto),open,
df71g6102,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b040_B00950,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85118451,,,,,,,,"Rose City School, Portland, under construction. One side of building unbricked, debris on ground.",open,
df71fv45x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b025_B00499,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2007007134,http://id.loc.gov/authorities/subjects/sh85011609,http://id.loc.gov/authorities/subjects/sh95007618,http://id.loc.gov/authorities/subjects/sh85080941,http://id.loc.gov/authorities/subjects/sh99001030,,,,,"Interior detail, three tellers' cages in newly completed US National Bank, Portland.",open,
jm215c70z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_03809_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85083510,,,,,,,PH037_b219_03809_print (verso),open,
df71zz46d,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b080_R00081,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85111077,http://id.loc.gov/authorities/subjects/sh85041974,http://id.loc.gov/authorities/subjects/sh85077999,,,,,,,PH037_b080_R00081 Angelus Studio Photographs,open,
df734w218,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b146_Z01761,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85049168,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85028740,,,,,,PH037_b146_Z01761 Angelus Studio Photographs,open,
df71zz098,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b079_MF00852,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85123771,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/names/n87890238,http://id.loc.gov/authorities/subjects/sh85041793,http://id.loc.gov/authorities/subjects/sh85063965,,,PH037_b079_MF00852 Angelus Studio Photographs,open,
df737h22s,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b172_59381,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/names/no95042277,http://id.loc.gov/authorities/subjects/sh96009624,http://id.loc.gov/authorities/subjects/sh2004008341,,,,,,PH037_b172_59381,open,
jm215412m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_06882_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85098111,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,At Eagle Creek (verso),open,
ws859s49r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_07499_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85131230,http://id.loc.gov/authorities/subjects/sh85111945,http://id.loc.gov/authorities/subjects/sh85075925,http://id.loc.gov/authorities/subjects/sh85023418,http://id.loc.gov/authorities/subjects/sh85012328,http://id.loc.gov/authorities/subjects/sh85131207,http://id.loc.gov/authorities/subjects/sh85006247,http://id.loc.gov/authorities/subjects/sh2003000203,,Nye Beach Natatorium. (verso),open,
ws859m59z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b225_00584_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,,PH037_b225_00584  (verso),open,
ws859w46j,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_22342_print_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85090254,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85078084,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85137241,,,,PH037_b233_22342_print_copy1 (recto),open,
ws859q22x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_S00131_print_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh89000505,http://id.loc.gov/authorities/subjects/sh98005803,http://id.loc.gov/authorities/subjects/sh85047200,http://id.loc.gov/authorities/subjects/sh85020461,http://id.loc.gov/authorities/subjects/sh85047294,http://id.loc.gov/authorities/subjects/sh85115927,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85011902,,PH037_b231_S00131_print_copy1 (recto),open,
df71fq21h,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b007_AM00013,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh85077999,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85115443,http://id.loc.gov/authorities/subjects/sh85026255,http://id.loc.gov/authorities/subjects/sh85097741,,,,PH037_b007_AM00013 Angelus Studio Photographs,open,
ws85bc816,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_045r,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh86002435,http://id.loc.gov/authorities/subjects/sh85056412,http://id.loc.gov/authorities/subjects/sh85009151,,,,,,,PH037_b239_045r (recto),open,
df72cs573,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b142_MC00093,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85101195,http://id.loc.gov/authorities/subjects/sh85087539,http://id.loc.gov/authorities/names/n79100565,http://id.loc.gov/authorities/subjects/sh85105182,,,,,,PH037_b142_MC00093 Angelus Studio Photographs,open,
