id,model,archival_object_id,has_finding_aid_1,identifier_1,institution_1,local_collection_id_1,repository_1,resource_type,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility
df72cq48q,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b139_S00578,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85028740,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh85114749,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh87003234,http://id.loc.gov/authorities/subjects/sh96009624,http://id.loc.gov/authorities/subjects/sh85114487,,,PH037_b139_S00578 Angelus Studio Photographs,open
df734x762,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b149_LS00258,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85077784,http://id.loc.gov/authorities/subjects/sh85047299,http://id.loc.gov/authorities/subjects/sh85131235,http://id.loc.gov/authorities/subjects/sh85002415,,,,,,PH037_b149_LS00258 Angelus Studio Photographs,open
df738d68z,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b190_74421_copy2,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85049168,http://id.loc.gov/authorities/subjects/sh85090214,,,,,,,Views of Portland and Flood,open
ws859p80m,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_R00032_print_copy2,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85111077,http://id.loc.gov/authorities/subjects/sh85110904,http://id.loc.gov/authorities/subjects/sh85077999,http://id.loc.gov/authorities/subjects/sh85111063,,,,,,PH037_b231_R00032_print_copy2 (recto),open
df738n118,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b208_74522,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/names/n2010039979,http://id.loc.gov/authorities/subjects/sh85034369,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85146781,,,USS Chicago' under St. Johns Bridge.,open
df737692m,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b165_81318,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85133906,http://id.loc.gov/authorities/subjects/sh85133890,http://id.loc.gov/authorities/subjects/sh85083510,,,,,,,PH037_b165_81318,open
bv73c974r,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b221_46566_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85011609,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,PH037_b221_46566_print (verso),open
df734t52v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b144_H00546,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85130766,http://id.loc.gov/authorities/subjects/sh85095018,http://id.loc.gov/authorities/subjects/sh85130799,http://id.loc.gov/authorities/subjects/sh85062285,http://id.loc.gov/authorities/subjects/sh85101610,,,,,"St. Vincent's Hospital. First operation 1875. Sisters Andrew and Alfred; Anges Johnson; Doctors A.D. Bell, Tucker, J.A. Kane, Dickson, K.A.J. McKenzie.",open
df735501m,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b159_T00302,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85078096,,,,,,Large trees.,open
df738r72m,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b201_46946,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85075339,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85016793,,,,,,,PH037_b201_46946,open
df71gv93r,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b020_B00206,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,http://id.loc.gov/authorities/subjects/sh85033456,,,,http://id.loc.gov/authorities/subjects/sh85062487,http://id.loc.gov/authorities/subjects/sh85061115,http://id.loc.gov/authorities/subjects/sh2003012017,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh91004510,http://id.loc.gov/authorities/subjects/sh85036301,http://id.loc.gov/authorities/subjects/sh85114745,http://id.loc.gov/authorities/subjects/sh85048564,http://id.loc.gov/authorities/subjects/sh85083595,Interior of Cloud Cap Inn. 3 men and 3 women seated to right of stone fireplace.,open
df72cj706,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b122_Z01412,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121559,http://id.loc.gov/authorities/subjects/sh85082013,http://id.loc.gov/authorities/subjects/sh2008111624,http://id.loc.gov/authorities/subjects/sh89000270,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85095430,http://id.loc.gov/authorities/subjects/sh2010112965,http://id.loc.gov/authorities/subjects/sh85121557,http://id.loc.gov/authorities/subjects/sh85121560,PH037_b122_Z01412 Angelus Studio Photographs,open
df71ft567,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b022_B00398,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85118451,http://id.loc.gov/authorities/subjects/sh85060735,http://id.loc.gov/authorities/subjects/sh85061097,http://id.loc.gov/authorities/subjects/sh85041793,http://id.loc.gov/authorities/subjects/sh85118278,,,,,"Lincoln High School, from corner of Park and Market, Portland.",open
df7350921,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b152_26886,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85110864,http://id.loc.gov/authorities/subjects/sh87003234,,,,,,PH037_b152_26886 Angelus Studio Photographs,open
df738s092,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b201_47539,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85128588,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh93000645,http://id.loc.gov/authorities/subjects/sh85005927,,,,,,PH037_b201_47539,open
df738h82d,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b198_73573,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85121591,,,,,,,,Intercoastal Line,open
df738n321,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b208_00801,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85083595,http://id.loc.gov/authorities/subjects/sh85135743,http://id.loc.gov/authorities/subjects/sh85105203,,,,,,Whitney Co.,open
n870zw60k,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b226_Z00369_print_copy2,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85078076,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85083510,,,,,,PH037_b226_Z00369_print_copy2 (recto),open
df734t63c,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b144_TR00020,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85110904,http://id.loc.gov/authorities/subjects/sh85112290,http://id.loc.gov/authorities/subjects/sh85110916,http://id.loc.gov/authorities/subjects/sh85110974,,,,,,PH037_b144_TR00020 Angelus Studio Photographs,open
df734t798,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b144_H00450,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85119004,http://id.loc.gov/authorities/subjects/sh85087089,http://id.loc.gov/authorities/subjects/sh85127595,http://id.loc.gov/authorities/subjects/sh85108808,,,,,,PH037_b144_H00450 Angelus Studio Photographs,open
df71fr47v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b014_BR00124,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2013000212,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85146781,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85016877,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85061096,http://id.loc.gov/authorities/subjects/sh85127732,http://id.loc.gov/authorities/subjects/sh85116536,PH037_b014_BR00124 Angelus Studio Photographs,open
df737907f,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b168_71331,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85004708,http://id.loc.gov/authorities/subjects/sh85004698,,,,,,,,PH037_b168_71331,open
df734x22r,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b148_R00318,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85041798,http://id.loc.gov/authorities/subjects/sh85041974,http://id.loc.gov/authorities/subjects/sh85110904,http://id.loc.gov/authorities/subjects/sh85111077,,,,,,PH037_b148_R00318 Angelus Studio Photographs,open
df738n674,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b208_12311,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087089,http://id.loc.gov/authorities/names/n82107414,http://id.loc.gov/authorities/subjects/sh85048972,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh90004886,http://id.loc.gov/authorities/subjects/sh85061194,,,,PH037_b208_12311,open
df734v590,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b145_T00386_neg_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010581,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85078096,,,Large tree trunk and men.,open
df72ck61f,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b126_B00586,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85011151,http://id.loc.gov/authorities/subjects/sh85015138,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85048485,http://id.loc.gov/authorities/subjects/sh85128588,http://id.loc.gov/authorities/subjects/sh85146940,,,,"Board of Trade building, Portland, at corner of 4th and Oak.",open
df7355060,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b159_T00383,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85078096,http://id.loc.gov/authorities/subjects/sh85021286,http://id.loc.gov/authorities/subjects/sh85078084,http://id.loc.gov/authorities/subjects/sh85096294,,,,,Charles K. Spaulding Logging Co.'s outfit in the old way of hauling logs.',open
bv73c909f,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b221_36198_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,,,Looking down a street in Portland (recto),open
df738r770,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b201_46997,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078810,http://id.loc.gov/authorities/subjects/sh85128449,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85083510,,,,,,PH037_b201_46997,open
df71zw54p,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b072_MN00013,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85063327,http://id.loc.gov/authorities/subjects/sh85085614,http://id.loc.gov/authorities/subjects/sh85085712,,,,,,,PH037_b072_MN00013 Angelus Studio Photographs,open
j3860m99s,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00053_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85074030,,,,,,,PH037_b216_00053_print (verso),open
jm215623j,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_SH00133_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85019433,,,,,,,,Highway graded past Big Eddy and West Gate -Entrance to Celilo Canal (verso),open
df737b93q,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b162_82321,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85147911,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85061404,,,,,,,PH037_b162_82321,open
df737g864,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b171_62686,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85062285,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,PH037_b171_62686,open
gb19fh75x,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b228_Z01518_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,California display. (verso),open
df738f065,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b190_02768,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2003004821,http://id.loc.gov/authorities/subjects/sh85048686,http://id.loc.gov/authorities/subjects/sh85048866,,,,,,,PH037_b190_02768,open
jm214t012,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b217_07008_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85141184,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85049144,,,,,,,PH037_b217_07008_print (recto),open
k3569670m,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_05403_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,,PH037_b220_05403_print (recto),open
df737743w,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b166_82383,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2018000303,http://id.loc.gov/authorities/subjects/sh85081355,http://id.loc.gov/authorities/subjects/sh85121778,,,,,,,PH037_b166_82383,open
df738c32c,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b183_85288,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85082690,,,,,,,,SP&S RY promotional material.,open
df71g7044,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b044_23369,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/n81132600,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,"Front view exterior of Forestry Building on grounds of Lewis & Clark Exposition, Portland. Front lawn in foreground, girder bridge and another building in background.",open
df734z40w,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b150_25541,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85028763,http://id.loc.gov/authorities/subjects/sh85087089,http://id.loc.gov/authorities/subjects/sh85083492,,,,,,,"Coxcomb Hill Monument dedication day. Astoria, Clatsop Co.",open
kp78h433r,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_74514_print_copy3_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85145303,http://id.loc.gov/authorities/subjects/sh85016829,,,,,,,,USS Arctic. (copy 3) (verso),open
df72cp22c,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b137_MC00245,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048969,http://id.loc.gov/authorities/subjects/sh2003008995,http://id.loc.gov/authorities/subjects/sh85105182,http://id.loc.gov/authorities/subjects/sh85105203,,,,,,PH037_b137_MC00245 Angelus Studio Photographs,open
df737m20v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b176_32654,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh99005341,http://id.loc.gov/authorities/names/n82215451,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85080593,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85027160,,,,PH037_b176_32654,open
df737d60k,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b164_70708,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85034369,,,,,,PH037_b164_70708,open
df71g688z,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b044_18089,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85076502,http://id.loc.gov/authorities/subjects/sh85108620,,,,,,,"Portland Public Library, from intersection Taylor and 10th. Trees in front of building, streetcar tracks on 10th St. in foreground.",open
ws859s24w,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_14900_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh87002620,http://id.loc.gov/authorities/subjects/sh85093871,http://id.loc.gov/authorities/subjects/sh89002541,http://id.loc.gov/authorities/subjects/sh85012606,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85114749,http://id.loc.gov/authorities/subjects/sh85117166,http://id.loc.gov/authorities/subjects/sh87002619,,PH037_b232_14900_print (verso),open
bv73c861g,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b221_T00307_print_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85083510,,,,,,,,Woodsmen spar through tree. (recto),open
df71g652k,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b042_B01512,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85011556,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85011609,,,,,,,"Full view, Northwestern National Bank, 6th and Morrison, Portland. Building under construction, debris around unfinished street level stores.",open
df738b71v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b182_B01341,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85128595,http://id.loc.gov/authorities/subjects/sh89002541,,,,,,,PH037_b182_B01341,open
ws859v74h,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_T00216_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85078104,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85077999,,,,,,PH037_b233_T00216_print (recto),open
