id,model,children,archival_object_id,has_finding_aid_1,identifier_1,institution_1,local_collection_id_1,repository_1,resource_type,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility,
df72cr631,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b141_MF00552,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017214,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh87002489,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/subjects/sh85065869,http://id.loc.gov/authorities/subjects/sh00006584,http://id.loc.gov/authorities/subjects/sh85017210,,,PH037_b141_MF00552 Angelus Studio Photographs,open,
df738r53d,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b201_46565,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh93000645,http://id.loc.gov/authorities/subjects/sh85011609,http://id.loc.gov/authorities/subjects/sh85099135,,,,,,PH037_b201_46565,open,
j3860n08j,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00836_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh99005337,,,,,,,,PH037_b216_00836_print (verso),open,
df71zz78p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b081_MC00235,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85077809,http://id.loc.gov/authorities/subjects/sh85147274,,,,,,,,PH037_b081_MC00235 Angelus Studio Photographs,open,
df737836p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b167_75293,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh89002541,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh98007384,,,,,,,PH037_b167_75293,open,
n870zw74x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b226_Z00380_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85068167,http://id.loc.gov/authorities/subjects/sh85014713,http://id.loc.gov/authorities/subjects/sh85046823,,,,,,,PH037_b226_Z00380_print (verso),open,
df71g544p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b038_B00872,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85005908,http://id.loc.gov/authorities/subjects/sh85040193,,,,,,,"St. Clair Apartments, St. Clair and Washington, Portland. Street and power lines in foreground.",open,
kp78h656g,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_59082_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85006722,http://id.loc.gov/authorities/subjects/sh85017693,http://id.loc.gov/authorities/names/nr2002035141,,,,,,,"Pacific Telephone & Telegraph Co. 'East Office Building'. E. 17th & Belmont St. A. E. Doyle & Association, architects. Lorenz Bros., builders. (verso)",open,
df71zx04p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b074_MC03787,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh86003920,http://id.loc.gov/authorities/subjects/sh2003001331,http://id.loc.gov/authorities/subjects/sh85021504,,,,,,,PH037_b074_MC03787 Angelus Studio Photographs,open,
df738n59f,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b208_08916_neg_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85019906,http://id.loc.gov/authorities/names/n82107414,http://id.loc.gov/authorities/subjects/sh85096464,http://id.loc.gov/authorities/subjects/sh85096476,,,,,,"On the Promenade, Seaside, OR.",open,
jm214q21x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b217_06938_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85109802,http://id.loc.gov/authorities/subjects/sh85033582,http://id.loc.gov/authorities/subjects/sh85115443,,,,,,,PH037_b217_06938_print (verso),open,
df71zv91m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b070_MF00744,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/n87890238,http://id.loc.gov/authorities/subjects/sh85063965,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85041793,,,,,,PH037_b070_MF00744 Angelus Studio Photographs,open,
kp78h7722,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_Z00009_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85026130,,,,,,,,,PH037_b214_Z00009_print (verso),open,
kp78h368n,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_58727_print_copy2_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,,PH037_b214_58727_print_copy2 (verso),open,
df71fq35v,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b008_AM00025,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh97005993,http://id.loc.gov/authorities/names/n82215451,http://id.loc.gov/authorities/subjects/sh2003012017,http://id.loc.gov/authorities/subjects/sh85033238,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh99002106,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85062160,PH037_b008_AM00025 Angelus Studio Photographs,open,
df71g440c,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b034_B00760,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85118451,,,,,,,,"Building and grounds of St. Helens Hall, Portland. Building hidden behind tree along Montgomery St. in foreground.",open,
df71g901q,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b052_F00079,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85096377,,,,,,,,,PH037_b052_F00079 Angelus Studio Photographs,open,
jm214p904,Image,jm214p89c,244930,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b217_09139_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85109802,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85034333,,,,,,,PH037_b217_09139_print (recto),open,
df71zv09n,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b067_MF00168,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85041575,http://id.loc.gov/authorities/subjects/sh85043141,http://id.loc.gov/authorities/subjects/sh85042009,http://id.loc.gov/authorities/subjects/sh85041879,http://id.loc.gov/authorities/names/no2012108048,http://id.loc.gov/authorities/subjects/sh85042006,,,,PH037_b067_MF00168 Angelus Studio Photographs,open,
n870zw32d,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b226_T00211_print_copy3_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078076,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85137241,,,,,,PH037_b226_T00211_print_copy3 (verso),open,
df737972r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b169_65258,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85062487,http://id.loc.gov/authorities/subjects/sh85062480,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85067271,,,,,,PH037_b169_65258,open,
df71zt71x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b065_LS00180,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85005169,http://id.loc.gov/authorities/subjects/sh85038908,http://id.loc.gov/authorities/subjects/sh85085370,http://id.loc.gov/authorities/subjects/sh85035434,http://id.loc.gov/authorities/subjects/sh85077784,http://id.loc.gov/authorities/subjects/sh85085369,http://id.loc.gov/authorities/subjects/sh85021286,http://id.loc.gov/authorities/subjects/sh85002415,,PH037_b065_LS00180 Angelus Studio Photographs,open,
gb19fg35r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b228_B00411_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85128588,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85134578,,,,,,"Heilig Theater, at corner of Broadway and Taylor, Portland. Shops along Taylor in foreground.",open,
df738h262,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b197_S00945,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85074030,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85137241,,,,,,PH037_b197_S00945,open,
n870zr37z,Image,n870zr41j,244736,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b213_26012_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh85127212,,,,,,,PH037_b213_26012_print (recto),open,
jm215716b,Image,jm2157152,247714,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_29087_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85062487,,,,,,,Battle Axe Inn (recto),open,
n870zr875,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b213_28608_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85131230,http://id.loc.gov/authorities/subjects/sh85131205,http://id.loc.gov/authorities/subjects/sh85047861,http://id.loc.gov/authorities/subjects/sh2003000203,http://id.loc.gov/authorities/subjects/sh85020382,http://id.loc.gov/authorities/subjects/sh85137241,,,,PH037_b213_28608_print (verso),open,
jm214r79j,Image,jm214r788,245015,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b217_32631_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh85097741,,,,,,,,"Portland, OR. (recto)",open,
df71g5157,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b037_B00841,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85134578,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,PH037_b037_B00841 Angelus Studio Photographs,open,
jm215651q,Image,jm215872w,250747,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_05689_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85079362,,,,,,,Heavy rock work. Green Springs Mountain road (recto),open,
j3860q39z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00476_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh2003012083,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85083510,,,,,PH037_b216_00476_print (verso),open,
