id,model,children,archival_object_id,has_finding_aid_1,identifier_1,institution_1,local_collection_id_1,repository_1,resource_type,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility
gb19fg12f,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b228_00878_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,California building.,open
df738d89q,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b190_74995,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh98007384,http://id.loc.gov/authorities/subjects/sh2012004160,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85062487,,,,,PH037_b190_74995,open
j3860m15r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00646_print_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh85083510,,,,,,,,PH037_b216_00646_print_copy1 (recto),open
df734t25z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b143_B00253,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85031345,http://id.loc.gov/authorities/subjects/sh85046104,http://id.loc.gov/authorities/subjects/sh85017693,,,,,,,PH037_b143_B00253 Angelus Studio Photographs,open
df71fs693,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b019_B00117,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85118403,http://id.loc.gov/authorities/subjects/sh85118278,http://id.loc.gov/authorities/subjects/sh85060735,,,,,,,"Astoria High School, Astoria, OR., with stone wall in foreground below school.",open
df71gb760,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b058_Z01259,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/n50052576,http://id.loc.gov/authorities/subjects/sh85038472,http://id.loc.gov/authorities/subjects/sh85040989,,,,,,,Reed College,open
df734x61f,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b149_03991,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85046910,http://id.loc.gov/authorities/subjects/sh85021286,http://id.loc.gov/authorities/subjects/sh85002317,http://id.loc.gov/authorities/subjects/sh85077784,http://id.loc.gov/authorities/subjects/sh85002415,,,,,PH037_b149_03991 Angelus Studio Photographs,open
df734s75z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b143_B00252,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85118451,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85118278,,,,,,,PH037_b143_B00252 Angelus Studio Photographs,open
df735434z,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b158_06919,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85137261,http://id.loc.gov/authorities/subjects/sh85128633,,,,,,PH037_b158_06919 Angelus Studio Photographs,open
df7354489,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b158_Z00246,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85015159,,,,,,,,PH037_b158_Z00246 Angelus Studio Photographs,open
df735412x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b158_Z00185,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85102313,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85133951,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85114059,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85048533,,Pioneer campout.,open
df737670k,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b164_Z01635,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85001086,http://id.loc.gov/authorities/subjects/sh85088084,,,,,,,,PH037_b164_Z01635,open
k3569b56m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_24598_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,PH037_b220_24598_print (recto),open
j3860n13d,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00838_print_copy2_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh99005337,,,,,,,,,Construction site of Government building. (verso),open
df737h207,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b172_59373,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2010009376,http://id.loc.gov/authorities/names/no98068947,http://id.loc.gov/authorities/subjects/sh96009624,,,,,,,PH037_b172_59373,open
df734x52g,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b148_Z01657,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114026,http://id.loc.gov/authorities/subjects/sh85063104,http://id.loc.gov/authorities/subjects/sh85062144,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85147274,,,,,PH037_b148_Z01657 Angelus Studio Photographs,open
df735110r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b152_BR00183,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,,PH037_b152_BR00183 Angelus Studio Photographs,open
df738r567,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b201_46568,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/names/n84181232,http://id.loc.gov/authorities/subjects/sh93000645,http://id.loc.gov/authorities/subjects/sh85099135,http://id.loc.gov/authorities/subjects/sh85011609,http://id.loc.gov/authorities/subjects/sh85010201,,,,PH037_b201_46568,open
n870zt516,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b213_F00054_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048866,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85119621,,,,,,,PH037_b213_F00054_print (recto),open
df71zv08c,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b067_MF00167,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh92000593,http://id.loc.gov/authorities/subjects/sh85042014,http://id.loc.gov/authorities/subjects/sh85041575,http://id.loc.gov/authorities/subjects/sh85041879,http://id.loc.gov/authorities/subjects/sh85043141,http://id.loc.gov/authorities/subjects/sh85041808,http://id.loc.gov/authorities/subjects/sh85042006,http://id.loc.gov/authorities/names/no2012108048,,PH037_b067_MF00167 Angelus Studio Photographs,open
df738j136,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b205_15300,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85096464,http://id.loc.gov/authorities/subjects/sh85062487,http://id.loc.gov/authorities/subjects/sh85096148,http://id.loc.gov/authorities/subjects/sh85012606,http://id.loc.gov/authorities/subjects/sh85096476,http://id.loc.gov/authorities/subjects/sh85034333,,,,PH037_b205_15300,open
df738n74j,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b208_00821,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078270,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85001086,http://id.loc.gov/authorities/subjects/sh85117150,,,,,,Portland Open Air Sanitarium.,open
df72cs77k,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b142_Z01726,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85049596,http://id.loc.gov/authorities/subjects/sh90001926,http://id.loc.gov/authorities/subjects/sh92006335,,,,,,PH037_b142_Z01726 Angelus Studio Photographs,open
n870zv25s,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b213_06484_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049274,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/subjects/sh85079362,http://id.loc.gov/authorities/subjects/sh85049267,http://id.loc.gov/authorities/subjects/sh85049276,http://id.loc.gov/authorities/subjects/sh85010984,http://id.loc.gov/authorities/subjects/sh85083510,,,PH037_b213_06484_print (recto),open
df720k62t,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PHO37_b116_TR00010,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,http://id.loc.gov/authorities/subjects/sh85114250,,,,http://id.loc.gov/authorities/subjects/sh85050425,http://id.loc.gov/authorities/subjects/sh85088316,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85122148,http://id.loc.gov/authorities/subjects/sh85090277,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85038796,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85114749,PHO37_b116_TR00010 Angelus Studio Photographs,open
ws85b524b,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_Z00456_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/NoC-US/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,,,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85105203,,,,,,,"Assorting Table Force, Oregon American Lumber Co.  Vernonia, OR.  (recto)",open
df71gc82b,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b030_B00646,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85011556,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85028921,http://id.loc.gov/authorities/subjects/sh95007618,http://id.loc.gov/authorities/subjects/sh85011609,,,,,Astoria Savings Bank Building.,open
df738h91c,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b205_12252,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/NoC-US/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,,,http://id.loc.gov/authorities/subjects/sh85121557,http://id.loc.gov/authorities/subjects/sh85017740,http://id.loc.gov/authorities/subjects/sh85121561,,,,,,,PH037_b205_12252,open
df734v034,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b145_T00268,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh99004834,http://id.loc.gov/authorities/subjects/sh85078079,http://id.loc.gov/authorities/subjects/sh85078084,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85078814,,,,PH037_b145_T00268 Angelus Studio Photographs,open
df738n35v,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b208_R03387,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137053,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh2008005699,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85018245,,,,,PH037_b208_R03387,open
df734x15b,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b148_R00296,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85111156,http://id.loc.gov/authorities/subjects/sh85111077,http://id.loc.gov/authorities/subjects/sh85041974,,,,,,,PH037_b148_R00296 Angelus Studio Photographs,open
kp78h432g,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_74513_print_copy2,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85039407,http://id.loc.gov/authorities/subjects/sh85145303,,,,,,,,USS Arctic. (copy 2) (recto),open
df738m180,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b207_MC27974,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114559,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,PH037_b207_MC27974,open
df737j06m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b173_51173,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh97004247,http://id.loc.gov/authorities/subjects/sh88002099,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,PH037_b173_51173,open
df738g22r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b194_02348,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85055818,http://id.loc.gov/authorities/subjects/sh85055804,,,,,,,,PH037_b194_02348,open
n870zw99s,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b226_Z00390_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100654,http://id.loc.gov/authorities/subjects/sh85048726,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85105182,,,,,,PH037_b226_Z00390_print (verso),open
df738b87r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b182_B01507,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85062487,http://id.loc.gov/authorities/subjects/sh98007384,,,,,,,PH037_b182_B01507,open
k3569b26w,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_14640_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85115332,http://id.loc.gov/authorities/subjects/sh85059402,,,,,,,PH037_b220_14640_print (verso),open
df738r214,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b210_67717_nitrate,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh89005359,,,,,PH037_b210_67717_nitrate,open
df737j40x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b173_59749,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85128595,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85062487,,,,,,PH037_b173_59749,open
jm215407r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_06380_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85050676,http://id.loc.gov/authorities/subjects/sh85114487,,,,,,,Crown Point from the air. Columbia River Highway (recto),open
jm214s822,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b217_06991_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh85097741,,,,,,,,PH037_b217_06991_print (recto),open
df734z679,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b150_H00346,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85102313,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85105182,,,,,,,PH037_b150_H00346 Angelus Studio Photographs,open
