id,model,archival_object_id,has_finding_aid_1,identifier_1,institution_1,local_collection_id_1,repository_1,resource_type,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility
jm2154498,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_12449_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85039719,,,,,,,"Main Street, Medford, OR. (verso)",open
ws85b851v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b238_036r,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85085614,http://id.loc.gov/authorities/subjects/sh85055733,http://id.loc.gov/authorities/subjects/sh85055692,http://id.loc.gov/authorities/subjects/sh90001070,,,,,,PH037_b238_036r (recto),open
df72cr62r,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b141_MF00551,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017210,http://id.loc.gov/authorities/subjects/sh85017214,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh87002489,http://id.loc.gov/authorities/subjects/sh85065869,http://id.loc.gov/authorities/subjects/sh00006584,,,PH037_b141_MF00551 Angelus Studio Photographs,open
kp78hj34h,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b215_Z00277_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85025502,,,,,,,,PH037_b215_Z00277_print (recto),open
ws85bg709,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b211_Z01179_nitrate,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85055088,,,,,,,,,PH037_b211_Z01179_nitrate,open
df71g5734,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b039_B00906,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85005908,,,,,,,"Lucretia Court Apartments, Lucretia Place, Portland.",open
ws85b957q,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_057r,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh2003000203,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85107145,,,,,,PH037_b239_057r (recto),open
df738r389,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b210_85241_nitrate,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/names/n90649934,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85017769,,,,,(SP&S),open
ws859s90g,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_96259_print_copy2_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85126877,http://id.loc.gov/authorities/subjects/sh85105182,http://id.loc.gov/authorities/subjects/sh85027160,http://id.loc.gov/authorities/subjects/sh85085963,http://id.loc.gov/authorities/subjects/sh85126876,http://id.loc.gov/authorities/subjects/sh85012328,http://id.loc.gov/authorities/subjects/sh85086428,,PH037_b232_96259_print_copy2 (verso),open
df71g796v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b048_CT00005,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh89000505,http://id.loc.gov/authorities/subjects/sh85114559,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85144807,http://id.loc.gov/authorities/subjects/sh85053768,http://id.loc.gov/authorities/subjects/sh85128377,,,PH037_b048_CT00005 Angelus Studio Photographs,open
ws85b602h,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_B00032_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85061097,http://id.loc.gov/authorities/subjects/sh85108620,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh88004487,http://id.loc.gov/authorities/subjects/sh85128297,,,,,"Portland Customs House, with two men on sidewalk at entrance. (recto)",open
kp78h663w,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b214_59277_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/nr2002035141,http://id.loc.gov/authorities/subjects/sh85006722,http://id.loc.gov/authorities/subjects/sh85017693,,,,,,,"Pacific Telephone & Telegraph Co. 'East Office Building'. E. 17th & Belmont St. A. E. Doyle & Association, architects. Lorenz Bros., builders. (recto)",open
df72cp409,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b137_Z01728,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85105182,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85018328,http://id.loc.gov/authorities/subjects/sh85105203,,,,,,PH037_b137_Z01728 Angelus Studio Photographs,open
df72fw84z,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b126_B00406,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85142531,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85095430,http://id.loc.gov/authorities/subjects/sh85146940,http://id.loc.gov/authorities/subjects/sh85017769,http://opaquenamespace.org/ns/creator/AngelusStudio,http://id.loc.gov/authorities/subjects/sh85062487,,,"Portland Hotel, from north. Taken from top of building under construction, scaffolding in foreground.",open
df71g789f,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b048_CE00066,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85021756,,,,,,,,PH037_b048_CE00066 Angelus Studio Photographs,open
df738k612,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b207_Z00764,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85034346,http://id.loc.gov/authorities/names/n82215451,http://id.loc.gov/authorities/subjects/sh2007002543,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85109802,http://id.loc.gov/authorities/subjects/sh85023418,http://id.loc.gov/authorities/subjects/sh85105203,,,Queen Janet and Court. Portland Rose Festival.,open
jm214s74c,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b217_06985_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh85097741,,,,,,,,PH037_b217_06985_print (recto),open
df71fq15c,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b007_AM00006,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85012026,http://id.loc.gov/authorities/subjects/sh85012039,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85056412,http://id.loc.gov/authorities/subjects/sh86002435,,,,,PH037_b007_AM00006 Angelus Studio Photographs,open
ws859k16z,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_Z01794_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85081274,http://id.loc.gov/authorities/subjects/sh85127732,http://id.loc.gov/authorities/subjects/sh85087168,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,Municipal Terminal #2 (verso),open
k35698167,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_25547_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85081020,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,Astoria Celebration. (recto),open
df737j61p,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b174_49373_copy1,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/n79055407,http://id.loc.gov/authorities/subjects/sh2002001436,http://id.loc.gov/authorities/subjects/sh85088027,http://id.loc.gov/authorities/names/no98029445,,,,,,PH037_b174_49373_copy1,open
ws85bg75p,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b211_Z01166_nitrate,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121591,,,,,,,,,PH037_b211_Z01166_nitrate,open
ws859x250,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_R00031_print_copy4_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85111050,http://id.loc.gov/authorities/subjects/sh85111063,http://id.loc.gov/authorities/subjects/sh85085422,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85078084,http://id.loc.gov/authorities/subjects/sh85110904,http://id.loc.gov/authorities/subjects/sh85117790,http://id.loc.gov/authorities/subjects/sh85111077,PH037_b233_R00031_print_copy4 (verso),open
k3569c58c,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_02474_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85048726,http://id.loc.gov/authorities/subjects/sh85100163,,,,,,,"3 men in boat, standing knee-deep in salmon. (recto)",open
df738r82v,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b201_47111,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85118278,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85017709,http://id.loc.gov/authorities/subjects/sh85048972,,,,,,PH037_b201_47111,open
k3569846z,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_27414_print_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087089,http://id.loc.gov/authorities/subjects/sh85127595,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,"Roosevelt statue, Portland, OR. (verso)",open
j3860q827,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00598_print,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048969,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85046354,,,,,,,Wyoming exhibit. (recto),open
df7200875,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b086_S00119,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85123771,http://id.loc.gov/authorities/subjects/sh85063965,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh89004898,http://id.loc.gov/authorities/subjects/sh85055066,http://id.loc.gov/authorities/subjects/sh2005020013,,,,PH037_b086_S00119 Angelus Studio Photographs,open
df71fq07p,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b007_AG00439,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85047200,http://id.loc.gov/authorities/subjects/sh85094794,http://id.loc.gov/authorities/subjects/sh85034249,http://id.loc.gov/authorities/subjects/sh85094798,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85047778,,,,PH037_b007_AG00439 Angelus Studio Photographs,open
ws85b192n,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b234_B01071_print_copy1_v,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85147336,http://id.loc.gov/authorities/subjects/sh85101228,http://id.loc.gov/authorities/subjects/sh85022496,http://id.loc.gov/authorities/subjects/sh85077818,http://id.loc.gov/authorities/subjects/sh85077817,http://id.loc.gov/authorities/subjects/sh85067281,,,,PH037_b234_B01071_print_copy1 (verso),open
df71zv714,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b069_MF00577,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh85046823,,,,,,,PH037_b069_MF00577 Angelus Studio Photographs,open
df738f23t,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b192_B00183,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85132102,http://id.loc.gov/authorities/subjects/sh85010172,http://id.loc.gov/authorities/subjects/sh85048485,http://id.loc.gov/authorities/subjects/sh98007384,,,,,,PH037_b192_B00183,open
df71zx47g,Image,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b076_OP00067,http://id.loc.gov/authorities/names/n80126183,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85103400,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85051067,http://id.loc.gov/authorities/subjects/sh85108858,http://id.loc.gov/authorities/subjects/sh85063336,,,,,PH037_b076_OP00067 Angelus Studio Photographs,open
